,County Name,Measure Name,Score Readmission,Score,Score Medicare
7461,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.7,0.89
7462,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.89
7463,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.89
7464,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.1,0.89
7465,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.6,0.89
7466,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.8,0.89
7467,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,14.6,0.89
7468,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.4,0.89
7469,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,0.89
7470,JACKSON,Hospital return days for heart attack patients,12.6,-13.3,0.89
7471,JACKSON,Hospital return days for heart failure patients,12.6,0.5,0.89
7472,JACKSON,Hospital return days for pneumonia patients,12.6,10.5,0.89
7473,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,18.5,0.89
7474,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,15.9,0.89
7475,JACKSON,Rate of readmission for CABG,12.6,12,0.89
7476,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.1,0.89
7477,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.3,0.89
7478,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.2,0.89
7479,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.9,0.89
7480,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.2,0.89
7481,JACKSON,Rate of readmission for stroke patients,12.6,11.1,0.89
7482,JACKSON,Hospital return days for heart attack patients,12.6,-0.1,0.89
7483,JACKSON,Hospital return days for heart failure patients,12.6,17.8,0.89
7484,JACKSON,Hospital return days for pneumonia patients,12.6,27.5,0.89
7485,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.1,0.89
7486,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.8,0.89
7487,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.89
7488,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,0.89
7489,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.4,0.89
7490,JACKSON,Rate of readmission after hip/knee replacement,12.6,5.1,0.89
7491,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.6,0.89
7492,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.5,0.89
7493,JACKSON,Rate of readmission for stroke patients,12.6,12.6,0.89
7494,JACKSON,Hospital return days for heart attack patients,12.6,11.9,0.89
7495,JACKSON,Hospital return days for heart failure patients,12.6,-10.9,0.89
7496,JACKSON,Hospital return days for pneumonia patients,12.6,9.3,0.89
7497,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,0.89
7498,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17,0.89
7499,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.89
7500,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.8,0.89
7501,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.5,0.89
7502,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.8,0.89
7503,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.6,0.89
7504,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,19.5,0.89
7505,JACKSON,Rate of readmission for stroke patients,12.6,13,0.89
7506,JACKSON,Hospital return days for heart attack patients,12.6,12.1,0.89
7507,JACKSON,Hospital return days for heart failure patients,12.6,-7.7,0.89
7508,JACKSON,Hospital return days for pneumonia patients,12.6,7.6,0.89
7509,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,17.9,0.89
7510,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.2,0.89
7511,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.89
7512,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,0.89
7513,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.8,0.89
7514,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.7,0.89
7515,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.5,0.89
7516,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,16.9,0.89
7517,JACKSON,Rate of readmission for stroke patients,12.6,11.5,0.89
7518,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,0.89
7519,JACKSON,Hospital return days for heart failure patients,12.6,Not Available,0.89
7520,JACKSON,Hospital return days for pneumonia patients,12.6,Not Available,0.89
7521,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,0.89
7522,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.89
7523,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.89
7524,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,Not Available,0.89
7525,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,Not Available,0.89
7526,JACKSON,Rate of readmission after hip/knee replacement,12.6,Not Available,0.89
7527,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,Not Available,0.89
7528,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,Not Available,0.89
7529,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,0.89
7530,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.2,0.89
7531,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,27.2,0.89
7532,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,20.5,0.89
7533,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,0.97
7534,JACKSON,Hospital return days for heart failure patients,12.6,Not Available,0.97
7535,JACKSON,Hospital return days for pneumonia patients,12.6,-12.5,0.97
7536,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,0.97
7537,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.97
7538,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7539,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,Not Available,0.97
7540,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,Not Available,0.97
7541,JACKSON,Rate of readmission after hip/knee replacement,12.6,Not Available,0.97
7542,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15,0.97
7543,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,16.9,0.97
7544,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,0.97
7545,JACKSON,Hospital return days for heart attack patients,12.6,15.1,0.97
7546,JACKSON,Hospital return days for heart failure patients,12.6,26.7,0.97
7547,JACKSON,Hospital return days for pneumonia patients,12.6,10.1,0.97
7548,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,18.3,0.97
7549,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17.7,0.97
7550,JACKSON,Rate of readmission for CABG,12.6,13.5,0.97
7551,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,0.97
7552,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.2,0.97
7553,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.4,0.97
7554,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.5,0.97
7555,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.9,0.97
7556,JACKSON,Rate of readmission for stroke patients,12.6,12,0.97
7557,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,0.97
7558,JACKSON,Hospital return days for heart failure patients,12.6,32.5,0.97
7559,JACKSON,Hospital return days for pneumonia patients,12.6,37.8,0.97
7560,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,17.4,0.97
7561,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.97
7562,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7563,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.8,0.97
7564,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20,0.97
7565,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.3,0.97
7566,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.2,0.97
7567,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.7,0.97
7568,JACKSON,Rate of readmission for stroke patients,12.6,11.3,0.97
7569,JACKSON,Hospital return days for heart attack patients,12.6,-22.8,0.97
7570,JACKSON,Hospital return days for heart failure patients,12.6,7.8,0.97
7571,JACKSON,Hospital return days for pneumonia patients,12.6,-0.6,0.97
7572,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,19.2,0.97
7573,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,14.7,0.97
7574,JACKSON,Rate of readmission for CABG,12.6,12.4,0.97
7575,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.1,0.97
7576,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,22.3,0.97
7577,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.7,0.97
7578,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.3,0.97
7579,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.5,0.97
7580,JACKSON,Rate of readmission for stroke patients,12.6,11.2,0.97
7581,JACKSON,Hospital return days for heart attack patients,12.6,30,0.97
7582,JACKSON,Hospital return days for heart failure patients,12.6,14,0.97
7583,JACKSON,Hospital return days for pneumonia patients,12.6,22,0.97
7584,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.2,0.97
7585,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17.9,0.97
7586,JACKSON,Rate of readmission for CABG,12.6,13.6,0.97
7587,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,23.8,0.97
7588,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.9,0.97
7589,JACKSON,Rate of readmission after hip/knee replacement,12.6,6.2,0.97
7590,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,17.3,0.97
7591,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.3,0.97
7592,JACKSON,Rate of readmission for stroke patients,12.6,12.7,0.97
7593,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,0.97
7594,JACKSON,Hospital return days for heart failure patients,12.6,-23.7,0.97
7595,JACKSON,Hospital return days for pneumonia patients,12.6,22.9,0.97
7596,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.7,0.97
7597,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.97
7598,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7599,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.1,0.97
7600,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.6,0.97
7601,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.8,0.97
7602,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,14.6,0.97
7603,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.4,0.97
7604,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,0.97
7605,JACKSON,Hospital return days for heart attack patients,12.6,-13.3,0.97
7606,JACKSON,Hospital return days for heart failure patients,12.6,0.5,0.97
7607,JACKSON,Hospital return days for pneumonia patients,12.6,10.5,0.97
7608,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,18.5,0.97
7609,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,15.9,0.97
7610,JACKSON,Rate of readmission for CABG,12.6,12,0.97
7611,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.1,0.97
7612,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.3,0.97
7613,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.2,0.97
7614,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.9,0.97
7615,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.2,0.97
7616,JACKSON,Rate of readmission for stroke patients,12.6,11.1,0.97
7617,JACKSON,Hospital return days for heart attack patients,12.6,-0.1,0.97
7618,JACKSON,Hospital return days for heart failure patients,12.6,17.8,0.97
7619,JACKSON,Hospital return days for pneumonia patients,12.6,27.5,0.97
7620,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.1,0.97
7621,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.8,0.97
7622,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7623,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,0.97
7624,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.4,0.97
7625,JACKSON,Rate of readmission after hip/knee replacement,12.6,5.1,0.97
7626,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.6,0.97
7627,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.5,0.97
7628,JACKSON,Rate of readmission for stroke patients,12.6,12.6,0.97
7629,JACKSON,Hospital return days for heart attack patients,12.6,11.9,0.97
7630,JACKSON,Hospital return days for heart failure patients,12.6,-10.9,0.97
7631,JACKSON,Hospital return days for pneumonia patients,12.6,9.3,0.97
7632,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,0.97
7633,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17,0.97
7634,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7635,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.8,0.97
7636,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.5,0.97
7637,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.8,0.97
7638,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.6,0.97
7639,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,19.5,0.97
7640,JACKSON,Rate of readmission for stroke patients,12.6,13,0.97
7641,JACKSON,Hospital return days for heart attack patients,12.6,12.1,0.97
7642,JACKSON,Hospital return days for heart failure patients,12.6,-7.7,0.97
7643,JACKSON,Hospital return days for pneumonia patients,12.6,7.6,0.97
7644,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,17.9,0.97
7645,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.2,0.97
7646,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7647,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,0.97
7648,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.8,0.97
7649,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.7,0.97
7650,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.5,0.97
7651,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,16.9,0.97
7652,JACKSON,Rate of readmission for stroke patients,12.6,11.5,0.97
7653,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,0.97
7654,JACKSON,Hospital return days for heart failure patients,12.6,Not Available,0.97
7655,JACKSON,Hospital return days for pneumonia patients,12.6,Not Available,0.97
7656,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,0.97
7657,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,0.97
7658,JACKSON,Rate of readmission for CABG,12.6,Not Available,0.97
7659,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,Not Available,0.97
7660,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,Not Available,0.97
7661,JACKSON,Rate of readmission after hip/knee replacement,12.6,Not Available,0.97
7662,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,Not Available,0.97
7663,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,Not Available,0.97
7664,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,0.97
7665,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.2,0.97
7666,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,27.2,0.97
7667,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,20.5,0.97
7668,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,Not Available
7669,JACKSON,Hospital return days for heart failure patients,12.6,Not Available,Not Available
7670,JACKSON,Hospital return days for pneumonia patients,12.6,-12.5,Not Available
7671,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,Not Available
7672,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,Not Available
7673,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7674,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,Not Available,Not Available
7675,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,Not Available,Not Available
7676,JACKSON,Rate of readmission after hip/knee replacement,12.6,Not Available,Not Available
7677,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15,Not Available
7678,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,16.9,Not Available
7679,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,Not Available
7680,JACKSON,Hospital return days for heart attack patients,12.6,15.1,Not Available
7681,JACKSON,Hospital return days for heart failure patients,12.6,26.7,Not Available
7682,JACKSON,Hospital return days for pneumonia patients,12.6,10.1,Not Available
7683,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,18.3,Not Available
7684,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17.7,Not Available
7685,JACKSON,Rate of readmission for CABG,12.6,13.5,Not Available
7686,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,Not Available
7687,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.2,Not Available
7688,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.4,Not Available
7689,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.5,Not Available
7690,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.9,Not Available
7691,JACKSON,Rate of readmission for stroke patients,12.6,12,Not Available
7692,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,Not Available
7693,JACKSON,Hospital return days for heart failure patients,12.6,32.5,Not Available
7694,JACKSON,Hospital return days for pneumonia patients,12.6,37.8,Not Available
7695,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,17.4,Not Available
7696,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,Not Available
7697,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7698,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.8,Not Available
7699,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20,Not Available
7700,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.3,Not Available
7701,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.2,Not Available
7702,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.7,Not Available
7703,JACKSON,Rate of readmission for stroke patients,12.6,11.3,Not Available
7704,JACKSON,Hospital return days for heart attack patients,12.6,-22.8,Not Available
7705,JACKSON,Hospital return days for heart failure patients,12.6,7.8,Not Available
7706,JACKSON,Hospital return days for pneumonia patients,12.6,-0.6,Not Available
7707,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,19.2,Not Available
7708,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,14.7,Not Available
7709,JACKSON,Rate of readmission for CABG,12.6,12.4,Not Available
7710,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.1,Not Available
7711,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,22.3,Not Available
7712,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.7,Not Available
7713,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.3,Not Available
7714,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.5,Not Available
7715,JACKSON,Rate of readmission for stroke patients,12.6,11.2,Not Available
7716,JACKSON,Hospital return days for heart attack patients,12.6,30,Not Available
7717,JACKSON,Hospital return days for heart failure patients,12.6,14,Not Available
7718,JACKSON,Hospital return days for pneumonia patients,12.6,22,Not Available
7719,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.2,Not Available
7720,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17.9,Not Available
7721,JACKSON,Rate of readmission for CABG,12.6,13.6,Not Available
7722,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,23.8,Not Available
7723,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.9,Not Available
7724,JACKSON,Rate of readmission after hip/knee replacement,12.6,6.2,Not Available
7725,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,17.3,Not Available
7726,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.3,Not Available
7727,JACKSON,Rate of readmission for stroke patients,12.6,12.7,Not Available
7728,JACKSON,Hospital return days for heart attack patients,12.6,Not Available,Not Available
7729,JACKSON,Hospital return days for heart failure patients,12.6,-23.7,Not Available
7730,JACKSON,Hospital return days for pneumonia patients,12.6,22.9,Not Available
7731,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.7,Not Available
7732,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,Not Available,Not Available
7733,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7734,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,19.1,Not Available
7735,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.6,Not Available
7736,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.8,Not Available
7737,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,14.6,Not Available
7738,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,17.4,Not Available
7739,JACKSON,Rate of readmission for stroke patients,12.6,Not Available,Not Available
7740,JACKSON,Hospital return days for heart attack patients,12.6,-13.3,Not Available
7741,JACKSON,Hospital return days for heart failure patients,12.6,0.5,Not Available
7742,JACKSON,Hospital return days for pneumonia patients,12.6,10.5,Not Available
7743,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,18.5,Not Available
7744,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,15.9,Not Available
7745,JACKSON,Rate of readmission for CABG,12.6,12,Not Available
7746,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.1,Not Available
7747,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.3,Not Available
7748,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.2,Not Available
7749,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.9,Not Available
7750,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.2,Not Available
7751,JACKSON,Rate of readmission for stroke patients,12.6,11.1,Not Available
7752,JACKSON,Hospital return days for heart attack patients,12.6,-0.1,Not Available
7753,JACKSON,Hospital return days for heart failure patients,12.6,17.8,Not Available
7754,JACKSON,Hospital return days for pneumonia patients,12.6,27.5,Not Available
7755,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,16.1,Not Available
7756,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.8,Not Available
7757,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7758,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,Not Available
7759,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,23.4,Not Available
7760,JACKSON,Rate of readmission after hip/knee replacement,12.6,5.1,Not Available
7761,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,15.6,Not Available
7762,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,18.5,Not Available
7763,JACKSON,Rate of readmission for stroke patients,12.6,12.6,Not Available
7764,JACKSON,Hospital return days for heart attack patients,12.6,11.9,Not Available
7765,JACKSON,Hospital return days for heart failure patients,12.6,-10.9,Not Available
7766,JACKSON,Hospital return days for pneumonia patients,12.6,9.3,Not Available
7767,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,Not Available,Not Available
7768,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,17,Not Available
7769,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7770,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.8,Not Available
7771,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,21.5,Not Available
7772,JACKSON,Rate of readmission after hip/knee replacement,12.6,4.8,Not Available
7773,JACKSON,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,12.6,16.6,Not Available
7774,JACKSON,Pneumonia (PN) 30-Day Readmission Rate,12.6,19.5,Not Available
7775,JACKSON,Rate of readmission for stroke patients,12.6,13,Not Available
7776,JACKSON,Hospital return days for heart attack patients,12.6,12.1,Not Available
7777,JACKSON,Hospital return days for heart failure patients,12.6,-7.7,Not Available
7778,JACKSON,Hospital return days for pneumonia patients,12.6,7.6,Not Available
7779,JACKSON,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",12.6,17.9,Not Available
7780,JACKSON,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,12.6,16.2,Not Available
7781,JACKSON,Rate of readmission for CABG,12.6,Not Available,Not Available
7782,JACKSON,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,12.6,20.3,Not Available
7783,JACKSON,Heart failure (HF) 30-Day Readmission Rate,12.6,20.8,Not Available
7784,JACKSON,Rate of readmission after hip/knee replacement,12.6,3.7,Not Available
